trace_name,scenario,samples,duration_s,mean_mbps,std_mbps,min_mbps,max_mbps,p10_mbps,median_mbps,p90_mbps,outage_ratio,variation_ratio
broadband_stable_03,broadband,320,320.0,5.011634349822998,0.3200508654117584,4.072250843048096,6.013859272003174,4.618258953094482,4.993134498596191,5.449403762817383,0.0,0.06386157550042773
broadband_stable_04,broadband,320,320.0,4.3507585525512695,0.3541773557662964,3.4097583293914795,5.176238059997559,3.8714332580566406,4.370771408081055,4.799158573150635,0.0,0.08140588623531132
broadband_stable_05,broadband,320,320.0,3.7172045707702637,0.38752052187919617,2.565711736679077,4.590306758880615,3.234744071960449,3.7060084342956543,4.214948654174805,0.0,0.10425052334391588
broadband_stable_06,broadband,320,320.0,4.566445350646973,0.41180601716041565,3.262395143508911,5.71654748916626,4.044675827026367,4.555642127990723,5.080629348754883,0.0,0.09018087057629434
broadband_stable_07,broadband,320,320.0,5.0726518630981445,0.3535693287849426,4.203864574432373,6.49252986907959,4.653061866760254,5.0517120361328125,5.518624782562256,0.0,0.06970108304830495
broadband_stable_08,broadband,320,320.0,4.472993850708008,0.3799467086791992,3.5323219299316406,5.321098327636719,3.980459213256836,4.457531929016113,4.969191074371338,0.0,0.08494237223667529
broadband_stable_09,broadband,320,320.0,4.71457052230835,0.39971795678138733,3.677093982696533,5.970730781555176,4.194100379943848,4.702962875366211,5.250895023345947,0.0,0.08478353540158251
conference_peak_01,conference,320,320.0,4.111485481262207,2.206615447998047,0.6242612600326538,7.076297760009766,1.8453166484832764,2.5421104431152344,6.611598014831543,0.0,0.5366954250609748
conference_peak_02,conference,320,320.0,3.9873359203338623,1.0903053283691406,1.0141977071762085,5.524688243865967,2.968846559524536,3.6584277153015137,5.191625118255615,0.0,0.27344205508470143
conference_peak_03,conference,320,320.0,4.228110313415527,1.538422703742981,0.7360607981681824,6.432033061981201,2.6273207664489746,3.3996100425720215,5.989500999450684,0.0,0.3638558575119629
conference_peak_04,conference,320,320.0,3.9517905712127686,1.975969672203064,0.7041400671005249,6.631511688232422,1.9215201139450073,2.5788135528564453,6.251379489898682,0.0,0.5000188235169195
conference_peak_05,conference,320,320.0,4.212761878967285,1.1553232669830322,1.3649816513061523,5.934081077575684,3.0025136470794678,3.753570079803467,5.560091495513916,0.0,0.27424366726045474
conference_peak_06,conference,320,320.0,4.697146415710449,1.7566977739334106,0.8620884418487549,7.255662441253662,2.9373931884765625,3.7217416763305664,6.649442672729492,0.0,0.37399255174542134
conference_peak_07,conference,320,320.0,3.614276885986328,1.4838902950286865,0.6104358434677124,5.677942276000977,2.1060051918029785,2.7413253784179688,5.331464767456055,0.0,0.4105635350689896
conference_peak_08,conference,320,320.0,4.43905782699585,1.6456269025802612,1.0488440990447998,7.022336006164551,2.7695982456207275,3.424826145172119,6.305448532104492,0.0,0.37071535598668826
conference_peak_09,conference,320,320.0,4.011876106262207,2.2165639400482178,0.5152391791343689,6.905107498168945,1.7171308994293213,2.44744610786438,6.541210174560547,0.0,0.5525005960648547
handoff_dropout_01,handoff,320,320.0,4.373917579650879,0.9935883283615112,0.05000000074505806,5.906736373901367,3.8648324012756348,4.575352668762207,5.075043201446533,0.034375,0.2271621058851361
handoff_dropout_02,handoff,320,320.0,4.5379533767700195,1.1250532865524292,0.05000000074505806,6.3546833992004395,4.02147102355957,4.765547275543213,5.374557971954346,0.034375,0.24792085619733906
handoff_dropout_03,handoff,320,320.0,5.460545063018799,1.3005542755126953,0.05000000074505806,7.0287346839904785,4.951008319854736,5.745457172393799,6.332065105438232,0.0375,0.2381729773316254
handoff_dropout_04,handoff,320,320.0,5.983388900756836,1.5109639167785645,0.05000000074505806,7.503132343292236,5.442095756530762,6.348409652709961,6.915432453155518,0.034375,0.2525264430977307
handoff_dropout_05,handoff,320,320.0,5.3285369873046875,1.2526395320892334,0.05000000074505806,7.133626937866211,4.87767219543457,5.597795486450195,6.1577935218811035,0.03125,0.2350813243998614
handoff_dropout_06,handoff,320,320.0,5.9562087059021,1.4505422115325928,0.05000000074505806,8.014541625976562,5.380336761474609,6.278841018676758,6.898500442504883,0.034375,0.24353448362130561
handoff_dropout_07,handoff,320,320.0,4.431064128875732,1.0426833629608154,0.05000000074505806,6.5008087158203125,3.8003830909729004,4.709127902984619,5.167580604553223,0.028125,0.23531218069402424
handoff_dropout_08,handoff,320,320.0,5.81615686416626,1.4180119037628174,0.05000000074505806,7.717928886413574,5.4004058837890625,6.150411605834961,6.7065300941467285,0.03125,0.24380564982682734
handoff_dropout_09,handoff,320,320.0,4.669671535491943,1.0859447717666626,0.05000000074505806,6.013740062713623,4.146450519561768,4.884683609008789,5.4670939445495605,0.034375,0.23255271029512783
hotel_wifi_01,hotel,320,320.0,3.88128924369812,1.2770265340805054,0.6391999125480652,7.041916847229004,1.9979947805404663,3.9423580169677734,5.42237663269043,0.0,0.32902122307786197
hotel_wifi_02,hotel,320,320.0,3.938678741455078,1.3133093118667603,0.6864408850669861,6.7019147872924805,1.7871266603469849,4.09485387802124,5.478280544281006,0.0,0.3334390535699239
hotel_wifi_03,hotel,320,320.0,3.8891117572784424,1.2641066312789917,0.7202310562133789,6.6706929206848145,1.978596806526184,3.987989902496338,5.447742938995361,0.0,0.3250373633293582
hotel_wifi_04,hotel,320,320.0,3.9051003456115723,1.2750440835952759,0.5632460713386536,6.352066993713379,1.886730670928955,4.050809860229492,5.414810657501221,0.0,0.32650738028489584
hotel_wifi_05,hotel,320,320.0,3.930441379547119,1.3542683124542236,0.6042420864105225,7.339227199554443,1.8565020561218262,4.08290958404541,5.592868328094482,0.0,0.344558837463254
hotel_wifi_06,hotel,320,320.0,3.914044141769409,1.3116002082824707,0.623512864112854,7.552184581756592,1.8789105415344238,4.0193376541137695,5.435617446899414,0.0,0.3351010261446719
hotel_wifi_07,hotel,320,320.0,3.9297242164611816,1.2684470415115356,0.562306821346283,6.612426280975342,2.1463801860809326,4.042265892028809,5.476918697357178,0.0,0.3227827123842815
hotel_wifi_08,hotel,320,320.0,3.926119327545166,1.3100998401641846,0.44769373536109924,6.337192058563232,1.9236440658569336,4.048774242401123,5.500057220458984,0.003125,0.3336882378924875
hotel_wifi_09,hotel,320,320.0,3.891253709793091,1.289537787437439,0.7064787745475769,7.276676177978516,1.7958463430404663,4.035741329193115,5.339530944824219,0.0,0.3313939114769279
mixed_research_01,mixed,320,320.0,4.219491481781006,1.7876404523849487,0.07999999821186066,8.295802116394043,1.2724167108535767,4.77508544921875,6.03068733215332,0.04375,0.42366253376826424
mixed_research_02,mixed,320,320.0,4.354894161224365,1.7717499732971191,0.07999999821186066,7.646974563598633,1.4557358026504517,4.88593864440918,6.179194450378418,0.034375,0.4068411097272217
mixed_research_03,mixed,320,320.0,4.4497222900390625,1.943323016166687,0.07999999821186066,7.733953475952148,1.2045090198516846,4.622697830200195,6.776792049407959,0.04375,0.43672905621928765
mixed_research_04,mixed,320,320.0,4.617987632751465,1.826326608657837,0.08294659107923508,8.569384574890137,1.8305150270462036,5.271832466125488,6.374746322631836,0.01875,0.39548105233224384
mixed_research_05,mixed,320,320.0,4.273480415344238,1.8406634330749512,0.1666584014892578,7.212066650390625,1.0123132467269897,4.973367691040039,6.144843101501465,0.05,0.4307176479540931
mixed_research_06,mixed,320,320.0,3.818110704421997,1.4670230150222778,0.0856240764260292,6.861988067626953,1.4433931112289429,4.17479133605957,5.378846168518066,0.03125,0.38422746970726257
mixed_research_07,mixed,320,320.0,4.672353744506836,1.9578717947006226,0.07999999821186066,8.242770195007324,1.3788896799087524,5.037116050720215,6.733098983764648,0.0375,0.41903329708339
mixed_research_08,mixed,320,320.0,4.126038551330566,1.773612380027771,0.07999999821186066,7.245621204376221,0.9499366283416748,4.867706298828125,5.81899881362915,0.05,0.4298584121216744
mixed_research_09,mixed,320,320.0,3.8893027305603027,1.7076529264450073,0.07999999821186066,7.800622463226318,1.1788840293884277,3.9768624305725098,5.978667736053467,0.04375,0.43906402888802604
commute_mobile_01,mobile,320,320.0,3.6367201805114746,2.031304121017456,0.07999999821186066,7.323993682861328,0.748600959777832,3.6851158142089844,6.209578037261963,0.06875,0.5585538672738275
commute_mobile_02,mobile,320,320.0,3.487685441970825,2.1041646003723145,0.09130644053220749,7.806787490844727,0.46800652146339417,3.5313286781311035,6.136002063751221,0.103125,0.60331260814143
commute_mobile_03,mobile,320,320.0,3.5849337577819824,2.0614733695983887,0.07999999821186066,7.582973957061768,0.7291568517684937,3.600576639175415,6.155905723571777,0.075,0.5750380645453915
commute_mobile_04,mobile,320,320.0,3.6706576347351074,2.1134538650512695,0.10178425908088684,7.692997932434082,0.6355308890342712,3.8837761878967285,6.376431465148926,0.096875,0.5757698143928879
commute_mobile_05,mobile,320,320.0,3.5645904541015625,2.049495220184326,0.07999999821186066,7.57271671295166,0.5696197748184204,3.7423596382141113,6.118722438812256,0.078125,0.5749595210372888
commute_mobile_06,mobile,320,320.0,3.782017946243286,2.0989456176757812,0.13169510662555695,8.189413070678711,0.7490735650062561,3.9340062141418457,6.330044746398926,0.075,0.5549803431685679
commute_mobile_07,mobile,320,320.0,3.602649688720703,2.069293737411499,0.07999999821186066,7.548120498657227,0.7039951086044312,3.7425918579101562,6.129068851470947,0.05625,0.5743810573340266
commute_mobile_08,mobile,320,320.0,3.611903667449951,2.1109235286712646,0.07999999821186066,7.875391483306885,0.664598822593689,3.74006986618042,6.191328048706055,0.05,0.5844351685496648
commute_mobile_09,mobile,320,320.0,3.679217576980591,2.0847482681274414,0.07999999821186066,7.675537109375,0.6135921478271484,3.9148104190826416,6.253708839416504,0.075,0.5666281551737757
home_wifi_01,wifi,320,320.0,3.1180005073547363,0.8504016399383545,0.7481400370597839,4.895806789398193,2.1069369316101074,3.0944433212280273,4.159923553466797,0.0,0.2727394167936881
home_wifi_02,wifi,320,320.0,2.9574685096740723,0.7696137428283691,0.8963883519172668,4.737290859222412,2.0976293087005615,2.979153633117676,3.879023551940918,0.0,0.2602271977912571
home_wifi_03,wifi,320,320.0,4.115286827087402,1.0570040941238403,1.1411044597625732,6.041844367980957,2.770172357559204,4.150555610656738,5.481964588165283,0.0,0.25684821946467723
home_wifi_04,wifi,320,320.0,2.7700092792510986,0.7370060682296753,0.8580029010772705,4.189905643463135,1.8877768516540527,2.812941312789917,3.7085115909576416,0.0,0.26606628134795735
home_wifi_05,wifi,320,320.0,4.0094170570373535,1.0127331018447876,1.624437689781189,5.8522748947143555,2.534419298171997,4.013744831085205,5.222383499145508,0.0,0.25258861511232217
home_wifi_06,wifi,320,320.0,3.8980109691619873,1.0547353029251099,1.0975327491760254,5.756349086761475,2.41524600982666,3.957493305206299,5.208293437957764,0.0,0.27058294891147056
home_wifi_07,wifi,320,320.0,2.817328453063965,0.730429470539093,0.8276153802871704,4.187961101531982,1.8826700448989868,2.846632719039917,3.7399039268493652,0.0,0.25926315752950985
home_wifi_08,wifi,320,320.0,3.401721954345703,0.9122411608695984,0.8623461127281189,5.060573577880859,2.14690899848938,3.4822139739990234,4.535293102264404,0.0,0.26817040696233546
home_wifi_09,wifi,320,320.0,3.187955379486084,0.8811243772506714,0.7183672189712524,4.813380241394043,1.9782406091690063,3.224195957183838,4.246066570281982,0.0,0.27639169071203046
